cohort,feature,source_group,day,generated_value,source_value,_merge,absolute_difference,match
eicu,Potassium,C1,3,3.9446,3.9446,both,0.0,True
eicu,Potassium,C1,4,3.9465,3.9465,both,0.0,True
eicu,Potassium,C1,5,3.9731,3.9731,both,0.0,True
eicu,Potassium,C1,6,3.9734,3.9734,both,0.0,True
eicu,Potassium,C1,7,3.9824,3.9824,both,0.0,True
eicu,Potassium,C2,-1,3.9311,3.9311,both,0.0,True
eicu,Potassium,C2,1,3.8949,3.8949,both,0.0,True
eicu,Potassium,C2,2,3.8558,3.8558,both,0.0,True
eicu,Potassium,C2,3,3.8503,3.8503,both,0.0,True
eicu,Potassium,C2,4,3.8617,3.8617,both,0.0,True
eicu,Potassium,C2,5,3.8611,3.8611,both,0.0,True
eicu,Potassium,C2,6,3.8893,3.8893,both,0.0,True
eicu,Potassium,C2,7,3.8884,3.8884,both,0.0,True
eicu,Potassium,C3,-1,3.9658,3.9658,both,0.0,True
eicu,Potassium,C3,1,4.1501,4.1501,both,0.0,True
eicu,Potassium,C3,2,4.1661,4.1661,both,0.0,True
eicu,Potassium,C3,3,4.099,4.099,both,0.0,True
eicu,Potassium,C3,4,4.0896,4.0896,both,0.0,True
eicu,Potassium,C3,5,4.0252,4.0252,both,0.0,True
eicu,Potassium,C3,6,4.0013,4.0013,both,0.0,True
eicu,Potassium,C3,7,4.0236,4.0236,both,0.0,True
eicu,Respiratory Rate,C1,-1,21.7379,21.7379,both,0.0,True
eicu,Respiratory Rate,C1,1,20.9718,20.9718,both,0.0,True
eicu,Respiratory Rate,C1,2,20.9198,20.9198,both,0.0,True
eicu,Respiratory Rate,C1,3,20.8091,20.8091,both,0.0,True
eicu,Respiratory Rate,C1,4,20.7158,20.7158,both,0.0,True
eicu,Respiratory Rate,C1,5,21.2208,21.2208,both,0.0,True
eicu,Respiratory Rate,C1,6,20.9713,20.9713,both,0.0,True
eicu,Respiratory Rate,C1,7,20.9673,20.9673,both,0.0,True
eicu,Respiratory Rate,C2,-1,20.8064,20.8064,both,0.0,True
eicu,Respiratory Rate,C2,1,20.4859,20.4859,both,0.0,True
eicu,Respiratory Rate,C2,2,20.1422,20.1422,both,0.0,True
eicu,Respiratory Rate,C2,3,19.9558,19.9558,both,0.0,True
eicu,Respiratory Rate,C2,4,20.0397,20.0397,both,0.0,True
eicu,Respiratory Rate,C2,5,19.9931,19.9931,both,0.0,True
eicu,Respiratory Rate,C2,6,19.742,19.742,both,0.0,True
eicu,Respiratory Rate,C2,7,19.6398,19.6398,both,0.0,True
eicu,Respiratory Rate,C3,-1,22.7175,22.7175,both,0.0,True
eicu,Respiratory Rate,C3,1,22.2691,22.2691,both,0.0,True
eicu,Respiratory Rate,C3,2,21.8249,21.8249,both,0.0,True
eicu,Respiratory Rate,C3,3,21.3789,21.3789,both,0.0,True
eicu,Respiratory Rate,C3,4,20.8751,20.8751,both,0.0,True
eicu,Respiratory Rate,C3,5,20.618,20.618,both,0.0,True
eicu,Respiratory Rate,C3,6,20.6669,20.6669,both,0.0,True
eicu,Respiratory Rate,C3,7,20.8461,20.8461,both,0.0,True
eicu,SBP,C1,-1,114.4648,114.4648,both,0.0,True
eicu,SBP,C1,1,116.1346,116.1346,both,0.0,True
eicu,SBP,C1,2,116.4275,116.4275,both,0.0,True
eicu,SBP,C1,3,116.9583,116.9583,both,0.0,True
eicu,SBP,C1,4,117.8395,117.8395,both,0.0,True
eicu,SBP,C1,5,118.7068,118.7068,both,0.0,True
eicu,SBP,C1,6,117.76,117.76,both,0.0,True
eicu,SBP,C1,7,118.4271,118.4271,both,0.0,True
eicu,SBP,C2,-1,115.3225,115.3225,both,0.0,True
eicu,SBP,C2,1,116.8102,116.8102,both,0.0,True
eicu,SBP,C2,2,116.2493,116.2493,both,0.0,True
eicu,SBP,C2,3,117.5618,117.5618,both,0.0,True
eicu,SBP,C2,4,119.214,119.214,both,0.0,True
eicu,SBP,C2,5,118.3786,118.3786,both,0.0,True
eicu,SBP,C2,6,118.8777,118.8777,both,0.0,True
eicu,SBP,C2,7,118.6179,118.6179,both,0.0,True
eicu,SBP,C3,-1,115.0659,115.0659,both,0.0,True
eicu,SBP,C3,1,113.5423,113.5423,both,0.0,True
eicu,SBP,C3,2,112.5088,112.5088,both,0.0,True
eicu,SBP,C3,3,117.4512,117.4512,both,0.0,True
eicu,SBP,C3,4,117.1364,117.1364,both,0.0,True
eicu,SBP,C3,5,116.344,116.344,both,0.0,True
eicu,SBP,C3,6,115.5251,115.5251,both,0.0,True
eicu,SBP,C3,7,117.6048,117.6048,both,0.0,True
eicu,Scr/bScr,C1,-1,1.1413,1.1413,both,0.0,True
eicu,Scr/bScr,C1,1,1.2011,1.2011,both,0.0,True
eicu,Scr/bScr,C1,2,1.1777,1.1777,both,0.0,True
eicu,Scr/bScr,C1,3,1.1277,1.1277,both,0.0,True
eicu,Scr/bScr,C1,4,1.0999,1.0999,both,0.0,True
eicu,Scr/bScr,C1,5,1.0835,1.0835,both,0.0,True
eicu,Scr/bScr,C1,6,1.0855,1.0855,both,0.0,True
eicu,Scr/bScr,C1,7,1.0632,1.0632,both,0.0,True
eicu,Scr/bScr,C2,-1,0.9497,0.9497,both,0.0,True
eicu,Scr/bScr,C2,1,0.8883,0.8883,both,0.0,True
eicu,Scr/bScr,C2,2,0.8411,0.8411,both,0.0,True
eicu,Scr/bScr,C2,3,0.8158,0.8158,both,0.0,True
eicu,Scr/bScr,C2,4,0.8012,0.8012,both,0.0,True
eicu,Scr/bScr,C2,5,0.7932,0.7932,both,0.0,True
eicu,Scr/bScr,C2,6,0.7919,0.7919,both,0.0,True
eicu,Scr/bScr,C2,7,0.7885,0.7885,both,0.0,True
eicu,Scr/bScr,C3,-1,1.2787,1.2787,both,0.0,True
eicu,Scr/bScr,C3,1,1.726,1.726,both,0.0,True
eicu,Scr/bScr,C3,2,2.3526,2.3526,both,0.0,True
eicu,Scr/bScr,C3,3,2.8587,2.8587,both,0.0,True
eicu,Scr/bScr,C3,4,3.2162,3.2162,both,0.0,True
eicu,Scr/bScr,C3,5,3.4078,3.4078,both,0.0,True
eicu,Scr/bScr,C3,6,3.6979,3.6979,both,0.0,True
eicu,Scr/bScr,C3,7,3.8009,3.8009,both,0.0,True
eicu,Sodium,C1,-1,138.6787,138.6787,both,0.0,True
eicu,Sodium,C1,1,139.2095,139.2095,both,0.0,True
eicu,Sodium,C1,2,139.774,139.774,both,0.0,True
eicu,Sodium,C1,3,140.1727,140.1727,both,0.0,True
eicu,Sodium,C1,4,140.5335,140.5335,both,0.0,True
eicu,Sodium,C1,5,140.8279,140.8279,both,0.0,True
eicu,Sodium,C1,6,141.201,141.201,both,0.0,True
eicu,Sodium,C1,7,141.2433,141.2433,both,0.0,True
eicu,Sodium,C2,-1,138.1184,138.1184,both,0.0,True
eicu,Sodium,C2,1,138.4994,138.4994,both,0.0,True
eicu,Sodium,C2,2,138.8396,138.8396,both,0.0,True
eicu,Sodium,C2,3,139.1475,139.1475,both,0.0,True
eicu,Sodium,C2,4,139.438,139.438,both,0.0,True
eicu,Sodium,C2,5,139.531,139.531,both,0.0,True
eicu,Sodium,C2,6,139.5621,139.5621,both,0.0,True
eicu,Sodium,C2,7,139.6852,139.6852,both,0.0,True
eicu,Sodium,C3,-1,138.8747,138.8747,both,0.0,True
eicu,Sodium,C3,1,139.869,139.869,both,0.0,True
eicu,Sodium,C3,2,139.6697,139.6697,both,0.0,True
eicu,Sodium,C3,3,139.2502,139.2502,both,0.0,True
eicu,Sodium,C3,4,139.445,139.445,both,0.0,True
eicu,Sodium,C3,5,140.2727,140.2727,both,0.0,True
eicu,Sodium,C3,6,140.0768,140.0768,both,0.0,True
eicu,Sodium,C3,7,139.8506,139.8506,both,0.0,True
eicu,Spo2,C1,-1,95.8444,95.8444,both,0.0,True
eicu,Spo2,C1,1,96.0581,96.0581,both,0.0,True
eicu,Spo2,C1,2,95.8358,95.8358,both,0.0,True
eicu,Spo2,C1,3,95.7362,95.7362,both,0.0,True
eicu,Spo2,C1,4,95.7151,95.7151,both,0.0,True
eicu,Spo2,C1,5,95.8217,95.8217,both,0.0,True
eicu,Spo2,C1,6,95.8918,95.8918,both,0.0,True
eicu,Spo2,C1,7,95.861,95.861,both,0.0,True
eicu,Spo2,C2,-1,95.8746,95.8746,both,0.0,True
eicu,Spo2,C2,1,96.0355,96.0355,both,0.0,True
eicu,Spo2,C2,2,95.8652,95.8652,both,0.0,True
eicu,Spo2,C2,3,95.7436,95.7436,both,0.0,True
eicu,Spo2,C2,4,95.6046,95.6046,both,0.0,True
eicu,Spo2,C2,5,95.6429,95.6429,both,0.0,True
eicu,Spo2,C2,6,95.5491,95.5491,both,0.0,True
eicu,Spo2,C2,7,95.6268,95.6268,both,0.0,True
eicu,Spo2,C3,-1,95.5731,95.5731,both,0.0,True
eicu,Spo2,C3,1,95.688,95.688,both,0.0,True
eicu,Spo2,C3,2,95.5073,95.5073,both,0.0,True
eicu,Spo2,C3,3,95.6038,95.6038,both,0.0,True
eicu,Spo2,C3,4,95.8784,95.8784,both,0.0,True
eicu,Spo2,C3,5,95.7118,95.7118,both,0.0,True
eicu,Spo2,C3,6,95.5601,95.5601,both,0.0,True
eicu,Spo2,C3,7,95.405,95.405,both,0.0,True
eicu,Temperature,C1,-1,37.0037,37.0037,both,0.0,True
eicu,Temperature,C1,1,36.8848,36.8848,both,0.0,True
eicu,Temperature,C1,2,36.8261,36.8261,both,0.0,True
eicu,Temperature,C1,3,36.8244,36.8244,both,0.0,True
eicu,Temperature,C1,4,36.8149,36.8149,both,0.0,True
eicu,Temperature,C1,5,36.8539,36.8539,both,0.0,True
eicu,Temperature,C1,6,36.8246,36.8246,both,0.0,True
eicu,Temperature,C1,7,36.8551,36.8551,both,0.0,True
eicu,Temperature,C2,-1,37.0284,37.0284,both,0.0,True
eicu,Temperature,C2,1,36.9423,36.9423,both,0.0,True
eicu,Temperature,C2,2,36.8669,36.8669,both,0.0,True
eicu,Temperature,C2,3,36.8428,36.8428,both,0.0,True
eicu,Temperature,C2,4,36.8264,36.8264,both,0.0,True
eicu,Temperature,C2,5,36.8304,36.8304,both,0.0,True
eicu,Temperature,C2,6,36.8473,36.8473,both,0.0,True
eicu,Temperature,C2,7,36.8417,36.8417,both,0.0,True
eicu,Temperature,C3,-1,36.9918,36.9918,both,0.0,True
eicu,Temperature,C3,1,37.0601,37.0601,both,0.0,True
eicu,Temperature,C3,2,36.9256,36.9256,both,0.0,True
eicu,Temperature,C3,3,36.97,36.97,both,0.0,True
eicu,Temperature,C3,4,36.9305,36.9305,both,0.0,True
eicu,Temperature,C3,5,36.9091,36.9091,both,0.0,True
eicu,Temperature,C3,6,36.9266,36.9266,both,0.0,True
eicu,Temperature,C3,7,36.9781,36.9781,both,0.0,True
eicu,Urine Output,C1,-1,105.9751,105.9751,both,0.0,True
eicu,Urine Output,C1,1,106.0373,106.0373,both,0.0,True
eicu,Urine Output,C1,2,101.2995,101.2995,both,0.0,True
eicu,Urine Output,C1,3,87.1654,87.1654,both,0.0,True
eicu,Urine Output,C1,4,77.7521,77.7521,both,0.0,True
eicu,Urine Output,C1,5,76.2719,76.2719,both,0.0,True
eicu,Urine Output,C1,6,74.6772,74.6772,both,0.0,True
eicu,Urine Output,C1,7,72.6458,72.6458,both,0.0,True
eicu,Urine Output,C2,-1,131.442,131.442,both,0.0,True
eicu,Urine Output,C2,1,146.4558,146.4558,both,0.0,True
eicu,Urine Output,C2,2,137.6782,137.6782,both,0.0,True
eicu,Urine Output,C2,3,138.0624,138.0624,both,0.0,True
eicu,Urine Output,C2,4,138.7844,138.7844,both,0.0,True
eicu,Urine Output,C2,5,130.8713,130.8713,both,0.0,True
eicu,Urine Output,C2,6,139.6869,139.6869,both,0.0,True
eicu,Urine Output,C2,7,146.7155,146.7155,both,0.0,True
eicu,Urine Output,C3,-1,115.4299,115.4299,both,0.0,True
eicu,Urine Output,C3,1,68.4537,68.4537,both,0.0,True
eicu,Urine Output,C3,2,66.3509,66.3509,both,0.0,True
eicu,Urine Output,C3,3,80.0466,80.0466,both,0.0,True
eicu,Urine Output,C3,4,63.3651,63.3651,both,0.0,True
eicu,Urine Output,C3,5,78.3766,78.3766,both,0.0,True
eicu,Urine Output,C3,6,93.8734,93.8734,both,0.0,True
eicu,Urine Output,C3,7,119.8748,119.8748,both,0.0,True
eicu,WBC,C1,-1,14.177,14.177,both,0.0,True
eicu,WBC,C1,1,13.8594,13.8594,both,0.0,True
eicu,WBC,C1,2,13.3612,13.3612,both,0.0,True
eicu,WBC,C1,3,12.5342,12.5342,both,0.0,True
eicu,WBC,C1,4,12.3285,12.3285,both,0.0,True
eicu,WBC,C1,5,12.4501,12.4501,both,0.0,True
eicu,WBC,C1,6,12.8317,12.8317,both,0.0,True
eicu,WBC,C1,7,13.0129,13.0129,both,0.0,True
eicu,WBC,C2,-1,12.8048,12.8048,both,0.0,True
eicu,WBC,C2,1,12.1762,12.1762,both,0.0,True
eicu,WBC,C2,2,11.2434,11.2434,both,0.0,True
eicu,WBC,C2,3,10.5727,10.5727,both,0.0,True
eicu,WBC,C2,4,10.1746,10.1746,both,0.0,True
eicu,WBC,C2,5,10.2359,10.2359,both,0.0,True
eicu,WBC,C2,6,10.2997,10.2997,both,0.0,True
eicu,WBC,C2,7,10.4353,10.4353,both,0.0,True
eicu,WBC,C3,-1,13.6485,13.6485,both,0.0,True
eicu,WBC,C3,1,15.1081,15.1081,both,0.0,True
eicu,WBC,C3,2,16.4388,16.4388,both,0.0,True
eicu,WBC,C3,3,15.5954,15.5954,both,0.0,True
eicu,WBC,C3,4,14.4331,14.4331,both,0.0,True
eicu,WBC,C3,5,13.2566,13.2566,both,0.0,True
eicu,WBC,C3,6,13.6898,13.6898,both,0.0,True
eicu,WBC,C3,7,13.9586,13.9586,both,0.0,True
eicu,pH,C1,-1,7.3824,7.3824,both,0.0,True
eicu,pH,C1,1,7.3816,7.3816,both,0.0,True
eicu,pH,C1,2,7.3863,7.3863,both,0.0,True
eicu,pH,C1,3,7.3906,7.3906,both,0.0,True
eicu,pH,C1,4,7.3985,7.3985,both,0.0,True
eicu,pH,C1,5,7.4031,7.4031,both,0.0,True
eicu,pH,C1,6,7.4089,7.4089,both,0.0,True
eicu,pH,C1,7,7.4105,7.4105,both,0.0,True
eicu,pH,C2,-1,7.3841,7.3841,both,0.0,True
eicu,pH,C2,1,7.393,7.393,both,0.0,True
eicu,pH,C2,2,7.3954,7.3954,both,0.0,True
eicu,pH,C2,3,7.4004,7.4004,both,0.0,True
eicu,pH,C2,4,7.407,7.407,both,0.0,True
eicu,pH,C2,5,7.4088,7.4088,both,0.0,True
eicu,pH,C2,6,7.4116,7.4116,both,0.0,True
eicu,pH,C2,7,7.4153,7.4153,both,0.0,True
eicu,pH,C3,-1,7.3502,7.3502,both,0.0,True
eicu,pH,C3,1,7.3404,7.3404,both,0.0,True
eicu,pH,C3,2,7.3431,7.3431,both,0.0,True
eicu,pH,C3,3,7.3378,7.3378,both,0.0,True
eicu,pH,C3,4,7.3486,7.3486,both,0.0,True
eicu,pH,C3,5,7.3603,7.3603,both,0.0,True
eicu,pH,C3,6,7.3714,7.3714,both,0.0,True
eicu,pH,C3,7,7.3792,7.3792,both,0.0,True
mimic,Alp,C1,-1,112.1708,112.1708,both,0.0,True
mimic,Alp,C1,1,115.4424,115.4424,both,0.0,True
mimic,Alp,C1,2,110.4678,110.4678,both,0.0,True
mimic,Alp,C1,3,108.392,108.392,both,0.0,True
mimic,Alp,C1,4,110.3638,110.3638,both,0.0,True
mimic,Alp,C1,5,113.1203,113.1203,both,0.0,True
mimic,Alp,C1,6,115.6493,115.6493,both,0.0,True
mimic,Alp,C1,7,123.7162,123.7162,both,0.0,True
mimic,Alp,C2,-1,105.5435,105.5435,both,0.0,True
mimic,Alp,C2,1,103.7705,103.7705,both,0.0,True
mimic,Alp,C2,2,99.713,99.713,both,0.0,True
mimic,Alp,C2,3,97.6951,97.6951,both,0.0,True
mimic,Alp,C2,4,97.4775,97.4775,both,0.0,True
mimic,Alp,C2,5,99.6931,99.6931,both,0.0,True
mimic,Alp,C2,6,100.8018,100.8018,both,0.0,True
mimic,Alp,C2,7,100.9958,100.9958,both,0.0,True
mimic,Alp,C3,-1,124.7007,124.7007,both,0.0,True
mimic,Alp,C3,1,128.1044,128.1044,both,0.0,True
mimic,Alp,C3,2,127.2638,127.2638,both,0.0,True
mimic,Alp,C3,3,127.6265,127.6265,both,0.0,True
mimic,Alp,C3,4,128.1549,128.1549,both,0.0,True
mimic,Alp,C3,5,132.416,132.416,both,0.0,True
mimic,Alp,C3,6,137.3277,137.3277,both,0.0,True
mimic,Alp,C3,7,139.6926,139.6926,both,0.0,True
mimic,Alt,C1,-1,95.3829,95.3829,both,0.0,True
mimic,Alt,C1,1,105.3873,105.3873,both,0.0,True
mimic,Alt,C1,2,110.2421,110.2421,both,0.0,True
mimic,Alt,C1,3,107.2627,107.2627,both,0.0,True
mimic,Alt,C1,4,100.4765,100.4765,both,0.0,True
mimic,Alt,C1,5,95.0138,95.0138,both,0.0,True
mimic,Alt,C1,6,89.9726,89.9726,both,0.0,True
mimic,Alt,C1,7,82.1912,82.1912,both,0.0,True
mimic,Alt,C2,-1,94.6279,94.6279,both,0.0,True
mimic,Alt,C2,1,87.4209,87.4209,both,0.0,True
mimic,Alt,C2,2,80.4456,80.4456,both,0.0,True
mimic,Alt,C2,3,72.0728,72.0728,both,0.0,True
mimic,Alt,C2,4,68.2806,68.2806,both,0.0,True
mimic,Alt,C2,5,62.6307,62.6307,both,0.0,True
mimic,Alt,C2,6,57.909,57.909,both,0.0,True
mimic,Alt,C2,7,58.4586,58.4586,both,0.0,True
mimic,Alt,C3,-1,141.135,141.135,both,0.0,True
mimic,Alt,C3,1,178.7706,178.7706,both,0.0,True
mimic,Alt,C3,2,205.3593,205.3593,both,0.0,True
mimic,Alt,C3,3,197.1611,197.1611,both,0.0,True
mimic,Alt,C3,4,182.7094,182.7094,both,0.0,True
mimic,Alt,C3,5,213.336,213.336,both,0.0,True
mimic,Alt,C3,6,207.3436,207.3436,both,0.0,True
mimic,Alt,C3,7,160.9091,160.9091,both,0.0,True
mimic,Aniongap,C1,-1,13.6904,13.6904,both,0.0,True
mimic,Aniongap,C1,1,14.0109,14.0109,both,0.0,True
mimic,Aniongap,C1,2,13.4219,13.4219,both,0.0,True
mimic,Aniongap,C1,3,13.2303,13.2303,both,0.0,True
mimic,Aniongap,C1,4,13.1017,13.1017,both,0.0,True
mimic,Aniongap,C1,5,13.0688,13.0688,both,0.0,True
mimic,Aniongap,C1,6,13.0186,13.0186,both,0.0,True
mimic,Aniongap,C1,7,13.1604,13.1604,both,0.0,True
mimic,Aniongap,C2,-1,12.9229,12.9229,both,0.0,True
mimic,Aniongap,C2,1,12.4251,12.4251,both,0.0,True
mimic,Aniongap,C2,2,11.968,11.968,both,0.0,True
mimic,Aniongap,C2,3,12.033,12.033,both,0.0,True
mimic,Aniongap,C2,4,12.0535,12.0535,both,0.0,True
mimic,Aniongap,C2,5,12.2127,12.2127,both,0.0,True
mimic,Aniongap,C2,6,12.1861,12.1861,both,0.0,True
mimic,Aniongap,C2,7,12.1567,12.1567,both,0.0,True
mimic,Aniongap,C3,-1,14.8933,14.8933,both,0.0,True
mimic,Aniongap,C3,1,16.0219,16.0219,both,0.0,True
mimic,Aniongap,C3,2,16.6381,16.6381,both,0.0,True
mimic,Aniongap,C3,3,16.4854,16.4854,both,0.0,True
mimic,Aniongap,C3,4,16.4927,16.4927,both,0.0,True
mimic,Aniongap,C3,5,16.9357,16.9357,both,0.0,True
mimic,Aniongap,C3,6,16.863,16.863,both,0.0,True
mimic,Aniongap,C3,7,16.9524,16.9524,both,0.0,True
mimic,Ast,C1,-1,124.7232,124.7232,both,0.0,True
mimic,Ast,C1,1,131.6889,131.6889,both,0.0,True
mimic,Ast,C1,2,137.3981,137.3981,both,0.0,True
mimic,Ast,C1,3,128.2547,128.2547,both,0.0,True
mimic,Ast,C1,4,108.2111,108.2111,both,0.0,True
mimic,Ast,C1,5,99.5835,99.5835,both,0.0,True
mimic,Ast,C1,6,93.4198,93.4198,both,0.0,True
mimic,Ast,C1,7,89.3806,89.3806,both,0.0,True
mimic,Ast,C2,-1,114.3081,114.3081,both,0.0,True
mimic,Ast,C2,1,110.2096,110.2096,both,0.0,True
mimic,Ast,C2,2,98.0657,98.0657,both,0.0,True
mimic,Ast,C2,3,89.7791,89.7791,both,0.0,True
mimic,Ast,C2,4,81.9424,81.9424,both,0.0,True
mimic,Ast,C2,5,73.7357,73.7357,both,0.0,True
mimic,Ast,C2,6,72.7484,72.7484,both,0.0,True
mimic,Ast,C2,7,67.3219,67.3219,both,0.0,True
mimic,Ast,C3,-1,185.9604,185.9604,both,0.0,True
mimic,Ast,C3,1,242.0277,242.0277,both,0.0,True
mimic,Ast,C3,2,260.4758,260.4758,both,0.0,True
mimic,Ast,C3,3,246.1049,246.1049,both,0.0,True
mimic,Ast,C3,4,253.992,253.992,both,0.0,True
mimic,Ast,C3,5,207.2512,207.2512,both,0.0,True
mimic,Ast,C3,6,165.8418,165.8418,both,0.0,True
mimic,Ast,C3,7,136.0281,136.0281,both,0.0,True
mimic,BUN,C1,-1,25.6241,25.6241,both,0.0,True
mimic,BUN,C1,1,29.0989,29.0989,both,0.0,True
mimic,BUN,C1,2,31.4139,31.4139,both,0.0,True
mimic,BUN,C1,3,32.9871,32.9871,both,0.0,True
mimic,BUN,C1,4,34.4946,34.4946,both,0.0,True
mimic,BUN,C1,5,35.9918,35.9918,both,0.0,True
mimic,BUN,C1,6,37.2271,37.2271,both,0.0,True
mimic,BUN,C1,7,38.5274,38.5274,both,0.0,True
mimic,BUN,C2,-1,16.934,16.934,both,0.0,True
mimic,BUN,C2,1,16.7556,16.7556,both,0.0,True
mimic,BUN,C2,2,16.9794,16.9794,both,0.0,True
mimic,BUN,C2,3,17.1632,17.1632,both,0.0,True
mimic,BUN,C2,4,17.62,17.62,both,0.0,True
mimic,BUN,C2,5,18.4506,18.4506,both,0.0,True
mimic,BUN,C2,6,19.486,19.486,both,0.0,True
mimic,BUN,C2,7,20.7766,20.7766,both,0.0,True
mimic,BUN,C3,-1,23.3859,23.3859,both,0.0,True
mimic,BUN,C3,1,28.978,28.978,both,0.0,True
mimic,BUN,C3,2,35.5059,35.5059,both,0.0,True
mimic,BUN,C3,3,42.8438,42.8438,both,0.0,True
mimic,BUN,C3,4,49.3896,49.3896,both,0.0,True
mimic,BUN,C3,5,54.7459,54.7459,both,0.0,True
mimic,BUN,C3,6,59.4329,59.4329,both,0.0,True
mimic,BUN,C3,7,61.4416,61.4416,both,0.0,True
mimic,Base Excess,C1,-1,-0.157,-0.157,both,0.0,True
mimic,Base Excess,C1,1,-0.1813,-0.1813,both,0.0,True
mimic,Base Excess,C1,2,0.3131,0.3131,both,0.0,True
mimic,Base Excess,C1,3,0.9931,0.9931,both,0.0,True
mimic,Base Excess,C1,4,1.7435,1.7435,both,0.0,True
mimic,Base Excess,C1,5,2.3135,2.3135,both,0.0,True
mimic,Base Excess,C1,6,2.9162,2.9162,both,0.0,True
mimic,Base Excess,C1,7,3.2661,3.2661,both,0.0,True
mimic,Base Excess,C2,-1,0.2588,0.2588,both,0.0,True
mimic,Base Excess,C2,1,0.4004,0.4004,both,0.0,True
mimic,Base Excess,C2,2,0.915,0.915,both,0.0,True
mimic,Base Excess,C2,3,1.5633,1.5633,both,0.0,True
mimic,Base Excess,C2,4,2.3579,2.3579,both,0.0,True
mimic,Base Excess,C2,5,3.0551,3.0551,both,0.0,True
mimic,Base Excess,C2,6,3.8095,3.8095,both,0.0,True
mimic,Base Excess,C2,7,4.2136,4.2136,both,0.0,True
mimic,Base Excess,C3,-1,-2.1476,-2.1476,both,0.0,True
mimic,Base Excess,C3,1,-3.0803,-3.0803,both,0.0,True
mimic,Base Excess,C3,2,-3.3558,-3.3558,both,0.0,True
mimic,Base Excess,C3,3,-3.0372,-3.0372,both,0.0,True
mimic,Base Excess,C3,4,-2.8269,-2.8269,both,0.0,True
mimic,Base Excess,C3,5,-2.3625,-2.3625,both,0.0,True
mimic,Base Excess,C3,6,-2.1522,-2.1522,both,0.0,True
mimic,Base Excess,C3,7,-1.8028,-1.8028,both,0.0,True
mimic,Bicarbonate,C1,-1,23.7087,23.7087,both,0.0,True
mimic,Bicarbonate,C1,1,23.4773,23.4773,both,0.0,True
mimic,Bicarbonate,C1,2,24.2491,24.2491,both,0.0,True
mimic,Bicarbonate,C1,3,25.023,25.023,both,0.0,True
mimic,Bicarbonate,C1,4,25.9748,25.9748,both,0.0,True
mimic,Bicarbonate,C1,5,26.6892,26.6892,both,0.0,True
mimic,Bicarbonate,C1,6,27.1729,27.1729,both,0.0,True
mimic,Bicarbonate,C1,7,27.3785,27.3785,both,0.0,True
mimic,Bicarbonate,C2,-1,24.0827,24.0827,both,0.0,True
mimic,Bicarbonate,C2,1,24.2782,24.2782,both,0.0,True
mimic,Bicarbonate,C2,2,25.2364,25.2364,both,0.0,True
mimic,Bicarbonate,C2,3,26.1454,26.1454,both,0.0,True
mimic,Bicarbonate,C2,4,26.9874,26.9874,both,0.0,True
mimic,Bicarbonate,C2,5,27.4925,27.4925,both,0.0,True
mimic,Bicarbonate,C2,6,27.94,27.94,both,0.0,True
mimic,Bicarbonate,C2,7,28.2552,28.2552,both,0.0,True
mimic,Bicarbonate,C3,-1,22.325,22.325,both,0.0,True
mimic,Bicarbonate,C3,1,20.806,20.806,both,0.0,True
mimic,Bicarbonate,C3,2,20.6254,20.6254,both,0.0,True
mimic,Bicarbonate,C3,3,20.7285,20.7285,both,0.0,True
mimic,Bicarbonate,C3,4,21.01,21.01,both,0.0,True
mimic,Bicarbonate,C3,5,21.2803,21.2803,both,0.0,True
mimic,Bicarbonate,C3,6,21.5003,21.5003,both,0.0,True
mimic,Bicarbonate,C3,7,21.8234,21.8234,both,0.0,True
mimic,Bilirubin,C1,-1,2.2352,2.2352,both,0.0,True
mimic,Bilirubin,C1,1,2.3905,2.3905,both,0.0,True
mimic,Bilirubin,C1,2,2.3839,2.3839,both,0.0,True
mimic,Bilirubin,C1,3,2.4203,2.4203,both,0.0,True
mimic,Bilirubin,C1,4,2.4517,2.4517,both,0.0,True
mimic,Bilirubin,C1,5,2.5224,2.5224,both,0.0,True
mimic,Bilirubin,C1,6,2.5809,2.5809,both,0.0,True
mimic,Bilirubin,C1,7,2.704,2.704,both,0.0,True
mimic,Bilirubin,C2,-1,1.8903,1.8903,both,0.0,True
mimic,Bilirubin,C2,1,1.8586,1.8586,both,0.0,True
mimic,Bilirubin,C2,2,1.7849,1.7849,both,0.0,True
mimic,Bilirubin,C2,3,1.6399,1.6399,both,0.0,True
mimic,Bilirubin,C2,4,1.5947,1.5947,both,0.0,True
mimic,Bilirubin,C2,5,1.5502,1.5502,both,0.0,True
mimic,Bilirubin,C2,6,1.5152,1.5152,both,0.0,True
mimic,Bilirubin,C2,7,1.4882,1.4882,both,0.0,True
mimic,Bilirubin,C3,-1,2.8064,2.8064,both,0.0,True
mimic,Bilirubin,C3,1,3.0923,3.0923,both,0.0,True
mimic,Bilirubin,C3,2,3.2768,3.2768,both,0.0,True
mimic,Bilirubin,C3,3,3.5422,3.5422,both,0.0,True
mimic,Bilirubin,C3,4,3.8606,3.8606,both,0.0,True
mimic,Bilirubin,C3,5,4.0008,4.0008,both,0.0,True
mimic,Bilirubin,C3,6,4.3301,4.3301,both,0.0,True
mimic,Bilirubin,C3,7,4.9299,4.9299,both,0.0,True
mimic,Calcium,C1,-1,8.239,8.239,both,0.0,True
mimic,Calcium,C1,1,8.2246,8.2246,both,0.0,True
