cohort,feature,source_group,day,generated_value,source_value,_merge,absolute_difference,match
aumcdb,PTT,C3,4,50.8833,50.8833,both,0.0,True
aumcdb,PTT,C3,5,49.3104,49.3104,both,0.0,True
aumcdb,PTT,C3,6,46.5458,46.5458,both,0.0,True
aumcdb,PTT,C3,7,45.7708,45.7708,both,0.0,True
aumcdb,Pco2,C1,-1,41.8154,41.8154,both,0.0,True
aumcdb,Pco2,C1,1,39.9488,39.9488,both,0.0,True
aumcdb,Pco2,C1,2,40.4074,40.4074,both,0.0,True
aumcdb,Pco2,C1,3,40.7442,40.7442,both,0.0,True
aumcdb,Pco2,C1,4,40.7752,40.7752,both,0.0,True
aumcdb,Pco2,C1,5,41.1138,41.1138,both,0.0,True
aumcdb,Pco2,C1,6,41.3208,41.3208,both,0.0,True
aumcdb,Pco2,C1,7,41.7304,41.7304,both,0.0,True
aumcdb,Pco2,C2,-1,41.4262,41.4262,both,0.0,True
aumcdb,Pco2,C2,1,40.4909,40.4909,both,0.0,True
aumcdb,Pco2,C2,2,41.6389,41.6389,both,0.0,True
aumcdb,Pco2,C2,3,42.1627,42.1627,both,0.0,True
aumcdb,Pco2,C2,4,42.368,42.368,both,0.0,True
aumcdb,Pco2,C2,5,42.543,42.543,both,0.0,True
aumcdb,Pco2,C2,6,42.6945,42.6945,both,0.0,True
aumcdb,Pco2,C2,7,42.6239,42.6239,both,0.0,True
aumcdb,Pco2,C3,-1,42.5704,42.5704,both,0.0,True
aumcdb,Pco2,C3,1,39.7923,39.7923,both,0.0,True
aumcdb,Pco2,C3,2,40.2317,40.2317,both,0.0,True
aumcdb,Pco2,C3,3,39.6192,39.6192,both,0.0,True
aumcdb,Pco2,C3,4,39.738,39.738,both,0.0,True
aumcdb,Pco2,C3,5,39.7012,39.7012,both,0.0,True
aumcdb,Pco2,C3,6,39.8537,39.8537,both,0.0,True
aumcdb,Pco2,C3,7,40.5017,40.5017,both,0.0,True
aumcdb,Po2,C1,-1,111.9429,111.9429,both,0.0,True
aumcdb,Po2,C1,1,101.6327,101.6327,both,0.0,True
aumcdb,Po2,C1,2,96.2283,96.2283,both,0.0,True
aumcdb,Po2,C1,3,96.5986,96.5986,both,0.0,True
aumcdb,Po2,C1,4,94.5213,94.5213,both,0.0,True
aumcdb,Po2,C1,5,93.8059,93.8059,both,0.0,True
aumcdb,Po2,C1,6,93.8548,93.8548,both,0.0,True
aumcdb,Po2,C1,7,94.4768,94.4768,both,0.0,True
aumcdb,Po2,C2,-1,112.106,112.106,both,0.0,True
aumcdb,Po2,C2,1,101.9654,101.9654,both,0.0,True
aumcdb,Po2,C2,2,96.8503,96.8503,both,0.0,True
aumcdb,Po2,C2,3,95.2183,95.2183,both,0.0,True
aumcdb,Po2,C2,4,94.4106,94.4106,both,0.0,True
aumcdb,Po2,C2,5,93.0532,93.0532,both,0.0,True
aumcdb,Po2,C2,6,92.3522,92.3522,both,0.0,True
aumcdb,Po2,C2,7,92.7243,92.7243,both,0.0,True
aumcdb,Po2,C3,-1,112.6339,112.6339,both,0.0,True
aumcdb,Po2,C3,1,96.4135,96.4135,both,0.0,True
aumcdb,Po2,C3,2,91.3202,91.3202,both,0.0,True
aumcdb,Po2,C3,3,93.2197,93.2197,both,0.0,True
aumcdb,Po2,C3,4,92.8821,92.8821,both,0.0,True
aumcdb,Po2,C3,5,90.5705,90.5705,both,0.0,True
aumcdb,Po2,C3,6,92.8389,92.8389,both,0.0,True
aumcdb,Po2,C3,7,92.7908,92.7908,both,0.0,True
aumcdb,Potassium,C1,-1,4.1738,4.1738,both,0.0,True
aumcdb,Potassium,C1,1,4.2246,4.2246,both,0.0,True
aumcdb,Potassium,C1,2,4.286,4.286,both,0.0,True
aumcdb,Potassium,C1,3,4.2104,4.2104,both,0.0,True
aumcdb,Potassium,C1,4,4.1142,4.1142,both,0.0,True
aumcdb,Potassium,C1,5,4.1115,4.1115,both,0.0,True
aumcdb,Potassium,C1,6,4.1529,4.1529,both,0.0,True
aumcdb,Potassium,C1,7,4.1796,4.1796,both,0.0,True
aumcdb,Potassium,C2,-1,4.066,4.066,both,0.0,True
aumcdb,Potassium,C2,1,4.1169,4.1169,both,0.0,True
aumcdb,Potassium,C2,2,4.1115,4.1115,both,0.0,True
aumcdb,Potassium,C2,3,4.0546,4.0546,both,0.0,True
aumcdb,Potassium,C2,4,4.0256,4.0256,both,0.0,True
aumcdb,Potassium,C2,5,4.0625,4.0625,both,0.0,True
aumcdb,Potassium,C2,6,4.0985,4.0985,both,0.0,True
aumcdb,Potassium,C2,7,4.0955,4.0955,both,0.0,True
aumcdb,Potassium,C3,-1,4.2,4.2,both,0.0,True
aumcdb,Potassium,C3,1,4.342,4.342,both,0.0,True
aumcdb,Potassium,C3,2,4.5533,4.5533,both,0.0,True
aumcdb,Potassium,C3,3,4.4994,4.4994,both,0.0,True
aumcdb,Potassium,C3,4,4.3583,4.3583,both,0.0,True
aumcdb,Potassium,C3,5,4.3018,4.3018,both,0.0,True
aumcdb,Potassium,C3,6,4.2319,4.2319,both,0.0,True
aumcdb,Potassium,C3,7,4.1874,4.1874,both,0.0,True
aumcdb,Respiratory Rate,C1,-1,20.0717,20.0717,both,0.0,True
aumcdb,Respiratory Rate,C1,1,19.9953,19.9953,both,0.0,True
aumcdb,Respiratory Rate,C1,2,20.1863,20.1863,both,0.0,True
aumcdb,Respiratory Rate,C1,3,20.4005,20.4005,both,0.0,True
aumcdb,Respiratory Rate,C1,4,20.6506,20.6506,both,0.0,True
aumcdb,Respiratory Rate,C1,5,20.8033,20.8033,both,0.0,True
aumcdb,Respiratory Rate,C1,6,21.4441,21.4441,both,0.0,True
aumcdb,Respiratory Rate,C1,7,22.1059,22.1059,both,0.0,True
aumcdb,Respiratory Rate,C2,-1,18.9066,18.9066,both,0.0,True
aumcdb,Respiratory Rate,C2,1,18.6745,18.6745,both,0.0,True
aumcdb,Respiratory Rate,C2,2,18.973,18.973,both,0.0,True
aumcdb,Respiratory Rate,C2,3,19.2215,19.2215,both,0.0,True
aumcdb,Respiratory Rate,C2,4,19.8492,19.8492,both,0.0,True
aumcdb,Respiratory Rate,C2,5,20.5107,20.5107,both,0.0,True
aumcdb,Respiratory Rate,C2,6,20.8922,20.8922,both,0.0,True
aumcdb,Respiratory Rate,C2,7,21.1061,21.1061,both,0.0,True
aumcdb,Respiratory Rate,C3,-1,20.7903,20.7903,both,0.0,True
aumcdb,Respiratory Rate,C3,1,20.8742,20.8742,both,0.0,True
aumcdb,Respiratory Rate,C3,2,21.6133,21.6133,both,0.0,True
aumcdb,Respiratory Rate,C3,3,21.6733,21.6733,both,0.0,True
aumcdb,Respiratory Rate,C3,4,21.5075,21.5075,both,0.0,True
aumcdb,Respiratory Rate,C3,5,21.6957,21.6957,both,0.0,True
aumcdb,Respiratory Rate,C3,6,21.1083,21.1083,both,0.0,True
aumcdb,Respiratory Rate,C3,7,21.3034,21.3034,both,0.0,True
aumcdb,SBP,C1,-1,114.5864,114.5864,both,0.0,True
aumcdb,SBP,C1,1,117.1071,117.1071,both,0.0,True
aumcdb,SBP,C1,2,121.0917,121.0917,both,0.0,True
aumcdb,SBP,C1,3,125.0558,125.0558,both,0.0,True
aumcdb,SBP,C1,4,127.5933,127.5933,both,0.0,True
aumcdb,SBP,C1,5,129.1497,129.1497,both,0.0,True
aumcdb,SBP,C1,6,130.6828,130.6828,both,0.0,True
aumcdb,SBP,C1,7,130.4516,130.4516,both,0.0,True
aumcdb,SBP,C2,-1,116.2195,116.2195,both,0.0,True
aumcdb,SBP,C2,1,120.4286,120.4286,both,0.0,True
aumcdb,SBP,C2,2,124.8673,124.8673,both,0.0,True
aumcdb,SBP,C2,3,128.5957,128.5957,both,0.0,True
aumcdb,SBP,C2,4,130.1996,130.1996,both,0.0,True
aumcdb,SBP,C2,5,130.4667,130.4667,both,0.0,True
aumcdb,SBP,C2,6,130.8569,130.8569,both,0.0,True
aumcdb,SBP,C2,7,128.4479,128.4479,both,0.0,True
aumcdb,SBP,C3,-1,110.3338,110.3338,both,0.0,True
aumcdb,SBP,C3,1,111.1001,111.1001,both,0.0,True
aumcdb,SBP,C3,2,113.7703,113.7703,both,0.0,True
aumcdb,SBP,C3,3,117.808,117.808,both,0.0,True
aumcdb,SBP,C3,4,123.1408,123.1408,both,0.0,True
aumcdb,SBP,C3,5,126.8818,126.8818,both,0.0,True
aumcdb,SBP,C3,6,127.5774,127.5774,both,0.0,True
aumcdb,SBP,C3,7,129.0952,129.0952,both,0.0,True
aumcdb,Scr/bScr,C1,-1,1.1936,1.1936,both,0.0,True
aumcdb,Scr/bScr,C1,1,1.4012,1.4012,both,0.0,True
aumcdb,Scr/bScr,C1,2,1.6266,1.6266,both,0.0,True
aumcdb,Scr/bScr,C1,3,1.7063,1.7063,both,0.0,True
aumcdb,Scr/bScr,C1,4,1.6805,1.6805,both,0.0,True
aumcdb,Scr/bScr,C1,5,1.5979,1.5979,both,0.0,True
aumcdb,Scr/bScr,C1,6,1.5096,1.5096,both,0.0,True
aumcdb,Scr/bScr,C1,7,1.4568,1.4568,both,0.0,True
aumcdb,Scr/bScr,C2,-1,1.0969,1.0969,both,0.0,True
aumcdb,Scr/bScr,C2,1,1.0728,1.0728,both,0.0,True
aumcdb,Scr/bScr,C2,2,1.0397,1.0397,both,0.0,True
aumcdb,Scr/bScr,C2,3,1.0087,1.0087,both,0.0,True
aumcdb,Scr/bScr,C2,4,0.9734,0.9734,both,0.0,True
aumcdb,Scr/bScr,C2,5,0.9588,0.9588,both,0.0,True
aumcdb,Scr/bScr,C2,6,0.9621,0.9621,both,0.0,True
aumcdb,Scr/bScr,C2,7,0.9637,0.9637,both,0.0,True
aumcdb,Scr/bScr,C3,-1,1.2832,1.2832,both,0.0,True
aumcdb,Scr/bScr,C3,1,1.7176,1.7176,both,0.0,True
aumcdb,Scr/bScr,C3,2,2.303,2.303,both,0.0,True
aumcdb,Scr/bScr,C3,3,2.8052,2.8052,both,0.0,True
aumcdb,Scr/bScr,C3,4,3.1264,3.1264,both,0.0,True
aumcdb,Scr/bScr,C3,5,3.3324,3.3324,both,0.0,True
aumcdb,Scr/bScr,C3,6,3.3755,3.3755,both,0.0,True
aumcdb,Scr/bScr,C3,7,3.2086,3.2086,both,0.0,True
aumcdb,Sodium,C1,-1,139.57,139.57,both,0.0,True
aumcdb,Sodium,C1,1,140.8473,140.8473,both,0.0,True
aumcdb,Sodium,C1,2,140.4181,140.4181,both,0.0,True
aumcdb,Sodium,C1,3,140.7835,140.7835,both,0.0,True
aumcdb,Sodium,C1,4,141.1141,141.1141,both,0.0,True
aumcdb,Sodium,C1,5,142.0164,142.0164,both,0.0,True
aumcdb,Sodium,C1,6,141.9313,141.9313,both,0.0,True
aumcdb,Sodium,C1,7,142.0696,142.0696,both,0.0,True
aumcdb,Sodium,C2,-1,139.4885,139.4885,both,0.0,True
aumcdb,Sodium,C2,1,140.0122,140.0122,both,0.0,True
aumcdb,Sodium,C2,2,140.5753,140.5753,both,0.0,True
aumcdb,Sodium,C2,3,140.9028,140.9028,both,0.0,True
aumcdb,Sodium,C2,4,141.2579,141.2579,both,0.0,True
aumcdb,Sodium,C2,5,141.3265,141.3265,both,0.0,True
aumcdb,Sodium,C2,6,141.2324,141.2324,both,0.0,True
aumcdb,Sodium,C2,7,141.0976,141.0976,both,0.0,True
aumcdb,Sodium,C3,-1,138.8681,138.8681,both,0.0,True
aumcdb,Sodium,C3,1,139.9892,139.9892,both,0.0,True
aumcdb,Sodium,C3,2,139.8753,139.8753,both,0.0,True
aumcdb,Sodium,C3,3,139.5666,139.5666,both,0.0,True
aumcdb,Sodium,C3,4,140.2881,140.2881,both,0.0,True
aumcdb,Sodium,C3,5,141.33,141.33,both,0.0,True
aumcdb,Sodium,C3,6,141.1444,141.1444,both,0.0,True
aumcdb,Sodium,C3,7,142.3717,142.3717,both,0.0,True
aumcdb,Spo2,C1,-1,96.2162,96.2162,both,0.0,True
aumcdb,Spo2,C1,1,96.4253,96.4253,both,0.0,True
aumcdb,Spo2,C1,2,96.4171,96.4171,both,0.0,True
aumcdb,Spo2,C1,3,96.5977,96.5977,both,0.0,True
aumcdb,Spo2,C1,4,96.6396,96.6396,both,0.0,True
aumcdb,Spo2,C1,5,96.7957,96.7957,both,0.0,True
aumcdb,Spo2,C1,6,96.8426,96.8426,both,0.0,True
aumcdb,Spo2,C1,7,96.9221,96.9221,both,0.0,True
aumcdb,Spo2,C2,-1,96.8595,96.8595,both,0.0,True
aumcdb,Spo2,C2,1,96.9477,96.9477,both,0.0,True
aumcdb,Spo2,C2,2,96.8478,96.8478,both,0.0,True
aumcdb,Spo2,C2,3,96.8874,96.8874,both,0.0,True
aumcdb,Spo2,C2,4,96.9312,96.9312,both,0.0,True
aumcdb,Spo2,C2,5,96.8542,96.8542,both,0.0,True
aumcdb,Spo2,C2,6,96.9226,96.9226,both,0.0,True
aumcdb,Spo2,C2,7,96.9285,96.9285,both,0.0,True
aumcdb,Spo2,C3,-1,96.1992,96.1992,both,0.0,True
aumcdb,Spo2,C3,1,95.9572,95.9572,both,0.0,True
aumcdb,Spo2,C3,2,95.6835,95.6835,both,0.0,True
aumcdb,Spo2,C3,3,96.1199,96.1199,both,0.0,True
aumcdb,Spo2,C3,4,96.3959,96.3959,both,0.0,True
aumcdb,Spo2,C3,5,96.4231,96.4231,both,0.0,True
aumcdb,Spo2,C3,6,96.7558,96.7558,both,0.0,True
aumcdb,Spo2,C3,7,97.0379,97.0379,both,0.0,True
aumcdb,Temperature,C1,-1,35.7579,35.7579,both,0.0,True
aumcdb,Temperature,C1,1,35.9462,35.9462,both,0.0,True
aumcdb,Temperature,C1,2,36.4231,36.4231,both,0.0,True
aumcdb,Temperature,C1,3,36.6713,36.6713,both,0.0,True
aumcdb,Temperature,C1,4,36.7135,36.7135,both,0.0,True
aumcdb,Temperature,C1,5,36.7656,36.7656,both,0.0,True
aumcdb,Temperature,C1,6,36.8116,36.8116,both,0.0,True
aumcdb,Temperature,C1,7,36.8963,36.8963,both,0.0,True
aumcdb,Temperature,C2,-1,35.8233,35.8233,both,0.0,True
aumcdb,Temperature,C2,1,36.1141,36.1141,both,0.0,True
aumcdb,Temperature,C2,2,36.5719,36.5719,both,0.0,True
aumcdb,Temperature,C2,3,36.8036,36.8036,both,0.0,True
aumcdb,Temperature,C2,4,36.8273,36.8273,both,0.0,True
aumcdb,Temperature,C2,5,36.9035,36.9035,both,0.0,True
aumcdb,Temperature,C2,6,36.9797,36.9797,both,0.0,True
aumcdb,Temperature,C2,7,37.0355,37.0355,both,0.0,True
aumcdb,Temperature,C3,-1,35.3325,35.3325,both,0.0,True
aumcdb,Temperature,C3,1,35.5173,35.5173,both,0.0,True
aumcdb,Temperature,C3,2,36.2369,36.2369,both,0.0,True
aumcdb,Temperature,C3,3,36.5403,36.5403,both,0.0,True
aumcdb,Temperature,C3,4,36.6072,36.6072,both,0.0,True
aumcdb,Temperature,C3,5,36.6822,36.6822,both,0.0,True
aumcdb,Temperature,C3,6,36.6056,36.6056,both,0.0,True
aumcdb,Temperature,C3,7,36.7685,36.7685,both,0.0,True
aumcdb,Urine Output,C1,-1,98.3009,98.3009,both,0.0,True
aumcdb,Urine Output,C1,1,85.0606,85.0606,both,0.0,True
aumcdb,Urine Output,C1,2,104.578,104.578,both,0.0,True
aumcdb,Urine Output,C1,3,122.4208,122.4208,both,0.0,True
aumcdb,Urine Output,C1,4,134.944,134.944,both,0.0,True
aumcdb,Urine Output,C1,5,136.3328,136.3328,both,0.0,True
aumcdb,Urine Output,C1,6,136.416,136.416,both,0.0,True
aumcdb,Urine Output,C1,7,138.5461,138.5461,both,0.0,True
aumcdb,Urine Output,C2,-1,87.0583,87.0583,both,0.0,True
aumcdb,Urine Output,C2,1,89.2712,89.2712,both,0.0,True
aumcdb,Urine Output,C2,2,106.6373,106.6373,both,0.0,True
aumcdb,Urine Output,C2,3,129.0008,129.0008,both,0.0,True
aumcdb,Urine Output,C2,4,141.9119,141.9119,both,0.0,True
aumcdb,Urine Output,C2,5,151.6016,151.6016,both,0.0,True
aumcdb,Urine Output,C2,6,157.0302,157.0302,both,0.0,True
aumcdb,Urine Output,C2,7,156.8498,156.8498,both,0.0,True
aumcdb,Urine Output,C3,-1,83.9516,83.9516,both,0.0,True
aumcdb,Urine Output,C3,1,53.4075,53.4075,both,0.0,True
aumcdb,Urine Output,C3,2,52.3201,52.3201,both,0.0,True
aumcdb,Urine Output,C3,3,64.8705,64.8705,both,0.0,True
aumcdb,Urine Output,C3,4,79.8362,79.8362,both,0.0,True
aumcdb,Urine Output,C3,5,99.4736,99.4736,both,0.0,True
aumcdb,Urine Output,C3,6,112.7683,112.7683,both,0.0,True
aumcdb,Urine Output,C3,7,119.7686,119.7686,both,0.0,True
aumcdb,WBC,C1,-1,12.8462,12.8462,both,0.0,True
aumcdb,WBC,C1,1,12.9913,12.9913,both,0.0,True
aumcdb,WBC,C1,2,14.218,14.218,both,0.0,True
aumcdb,WBC,C1,3,14.7927,14.7927,both,0.0,True
aumcdb,WBC,C1,4,14.6492,14.6492,both,0.0,True
aumcdb,WBC,C1,5,14.9355,14.9355,both,0.0,True
aumcdb,WBC,C1,6,15.2385,15.2385,both,0.0,True
aumcdb,WBC,C1,7,15.7371,15.7371,both,0.0,True
aumcdb,WBC,C2,-1,13.1458,13.1458,both,0.0,True
aumcdb,WBC,C2,1,12.7932,12.7932,both,0.0,True
aumcdb,WBC,C2,2,12.8558,12.8558,both,0.0,True
aumcdb,WBC,C2,3,12.5548,12.5548,both,0.0,True
aumcdb,WBC,C2,4,11.959,11.959,both,0.0,True
aumcdb,WBC,C2,5,11.6483,11.6483,both,0.0,True
aumcdb,WBC,C2,6,11.8497,11.8497,both,0.0,True
aumcdb,WBC,C2,7,12.5152,12.5152,both,0.0,True
aumcdb,WBC,C3,-1,12.1789,12.1789,both,0.0,True
aumcdb,WBC,C3,1,12.3524,12.3524,both,0.0,True
aumcdb,WBC,C3,2,13.8975,13.8975,both,0.0,True
aumcdb,WBC,C3,3,15.1057,15.1057,both,0.0,True
aumcdb,WBC,C3,4,15.7105,15.7105,both,0.0,True
aumcdb,WBC,C3,5,15.6515,15.6515,both,0.0,True
aumcdb,WBC,C3,6,15.0867,15.0867,both,0.0,True
aumcdb,WBC,C3,7,14.9469,14.9469,both,0.0,True
aumcdb,pH,C1,-1,7.3232,7.3232,both,0.0,True
aumcdb,pH,C1,1,7.3414,7.3414,both,0.0,True
aumcdb,pH,C1,2,7.3549,7.3549,both,0.0,True
aumcdb,pH,C1,3,7.3792,7.3792,both,0.0,True
aumcdb,pH,C1,4,7.403,7.403,both,0.0,True
aumcdb,pH,C1,5,7.4165,7.4165,both,0.0,True
aumcdb,pH,C1,6,7.4255,7.4255,both,0.0,True
aumcdb,pH,C1,7,7.4294,7.4294,both,0.0,True
aumcdb,pH,C2,-1,7.3586,7.3586,both,0.0,True
aumcdb,pH,C2,1,7.3746,7.3746,both,0.0,True
aumcdb,pH,C2,2,7.3879,7.3879,both,0.0,True
aumcdb,pH,C2,3,7.4099,7.4099,both,0.0,True
aumcdb,pH,C2,4,7.4263,7.4263,both,0.0,True
aumcdb,pH,C2,5,7.4383,7.4383,both,0.0,True
aumcdb,pH,C2,6,7.4446,7.4446,both,0.0,True
aumcdb,pH,C2,7,7.4455,7.4455,both,0.0,True
aumcdb,pH,C3,-1,7.2912,7.2912,both,0.0,True
aumcdb,pH,C3,1,7.3052,7.3052,both,0.0,True
aumcdb,pH,C3,2,7.3087,7.3087,both,0.0,True
aumcdb,pH,C3,3,7.3288,7.3288,both,0.0,True
aumcdb,pH,C3,4,7.3562,7.3562,both,0.0,True
aumcdb,pH,C3,5,7.3769,7.3769,both,0.0,True
aumcdb,pH,C3,6,7.3942,7.3942,both,0.0,True
aumcdb,pH,C3,7,7.405,7.405,both,0.0,True
eicu,Alp,C1,-1,115.4935,115.4935,both,0.0,True
eicu,Alp,C1,1,111.7057,111.7057,both,0.0,True
eicu,Alp,C1,2,106.7703,106.7703,both,0.0,True
eicu,Alp,C1,3,108.2058,108.2058,both,0.0,True
eicu,Alp,C1,4,111.1594,111.1594,both,0.0,True
eicu,Alp,C1,5,112.7755,112.7755,both,0.0,True
eicu,Alp,C1,6,117.656,117.656,both,0.0,True
eicu,Alp,C1,7,122.0875,122.0875,both,0.0,True
eicu,Alp,C2,-1,111.5926,111.5926,both,0.0,True
eicu,Alp,C2,1,106.4617,106.4617,both,0.0,True
eicu,Alp,C2,2,104.7328,104.7328,both,0.0,True
eicu,Alp,C2,3,109.2332,109.2332,both,0.0,True
eicu,Alp,C2,4,109.5601,109.5601,both,0.0,True
eicu,Alp,C2,5,108.4023,108.4023,both,0.0,True
eicu,Alp,C2,6,109.248,109.248,both,0.0,True
eicu,Alp,C2,7,107.7859,107.7859,both,0.0,True
eicu,Alp,C3,-1,119.344,119.344,both,0.0,True
eicu,Alp,C3,1,112.239,112.239,both,0.0,True
eicu,Alp,C3,2,108.2966,108.2966,both,0.0,True
eicu,Alp,C3,3,107.4587,107.4587,both,0.0,True
eicu,Alp,C3,4,107.6084,107.6084,both,0.0,True
eicu,Alp,C3,5,113.1098,113.1098,both,0.0,True
eicu,Alp,C3,6,107.136,107.136,both,0.0,True
eicu,Alp,C3,7,115.8079,115.8079,both,0.0,True
eicu,Alt,C1,-1,53.6885,53.6885,both,0.0,True
eicu,Alt,C1,1,54.7063,54.7063,both,0.0,True
eicu,Alt,C1,2,58.1466,58.1466,both,0.0,True
eicu,Alt,C1,3,56.7205,56.7205,both,0.0,True
eicu,Alt,C1,4,55.5619,55.5619,both,0.0,True
eicu,Alt,C1,5,54.737,54.737,both,0.0,True
eicu,Alt,C1,6,49.6969,49.6969,both,0.0,True
eicu,Alt,C1,7,49.2459,49.2459,both,0.0,True
eicu,Alt,C2,-1,46.4466,46.4466,both,0.0,True
eicu,Alt,C2,1,42.6611,42.6611,both,0.0,True
eicu,Alt,C2,2,42.8811,42.8811,both,0.0,True
eicu,Alt,C2,3,41.4614,41.4614,both,0.0,True
eicu,Alt,C2,4,41.3508,41.3508,both,0.0,True
eicu,Alt,C2,5,39.6362,39.6362,both,0.0,True
eicu,Alt,C2,6,34.811,34.811,both,0.0,True
eicu,Alt,C2,7,36.5448,36.5448,both,0.0,True
eicu,Alt,C3,-1,57.312,57.312,both,0.0,True
eicu,Alt,C3,1,82.662,82.662,both,0.0,True
eicu,Alt,C3,2,83.1448,83.1448,both,0.0,True
eicu,Alt,C3,3,72.1625,72.1625,both,0.0,True
eicu,Alt,C3,4,64.8436,64.8436,both,0.0,True
eicu,Alt,C3,5,59.4318,59.4318,both,0.0,True
eicu,Alt,C3,6,70.4474,70.4474,both,0.0,True
eicu,Alt,C3,7,77.8473,77.8473,both,0.0,True
eicu,Aniongap,C1,-1,10.9178,10.9178,both,0.0,True
eicu,Aniongap,C1,1,10.3163,10.3163,both,0.0,True
eicu,Aniongap,C1,2,9.789,9.789,both,0.0,True
eicu,Aniongap,C1,3,9.4753,9.4753,both,0.0,True
eicu,Aniongap,C1,4,9.059,9.059,both,0.0,True
eicu,Aniongap,C1,5,9.0385,9.0385,both,0.0,True
eicu,Aniongap,C1,6,9.0594,9.0594,both,0.0,True
eicu,Aniongap,C1,7,8.8368,8.8368,both,0.0,True
eicu,Aniongap,C2,-1,10.4588,10.4588,both,0.0,True
eicu,Aniongap,C2,1,9.6878,9.6878,both,0.0,True
eicu,Aniongap,C2,2,9.2614,9.2614,both,0.0,True
eicu,Aniongap,C2,3,9.0568,9.0568,both,0.0,True
eicu,Aniongap,C2,4,8.8778,8.8778,both,0.0,True
eicu,Aniongap,C2,5,8.7499,8.7499,both,0.0,True
eicu,Aniongap,C2,6,8.6884,8.6884,both,0.0,True
eicu,Aniongap,C2,7,8.7327,8.7327,both,0.0,True
eicu,Aniongap,C3,-1,12.4859,12.4859,both,0.0,True
eicu,Aniongap,C3,1,12.6207,12.6207,both,0.0,True
eicu,Aniongap,C3,2,12.5466,12.5466,both,0.0,True
eicu,Aniongap,C3,3,12.2652,12.2652,both,0.0,True
eicu,Aniongap,C3,4,12.2549,12.2549,both,0.0,True
eicu,Aniongap,C3,5,12.393,12.393,both,0.0,True
eicu,Aniongap,C3,6,12.436,12.436,both,0.0,True
eicu,Aniongap,C3,7,12.9005,12.9005,both,0.0,True
eicu,Ast,C1,-1,62.958,62.958,both,0.0,True
eicu,Ast,C1,1,62.6404,62.6404,both,0.0,True
eicu,Ast,C1,2,65.376,65.376,both,0.0,True
eicu,Ast,C1,3,59.7145,59.7145,both,0.0,True
eicu,Ast,C1,4,55.07,55.07,both,0.0,True
eicu,Ast,C1,5,54.1354,54.1354,both,0.0,True
eicu,Ast,C1,6,49.6876,49.6876,both,0.0,True
eicu,Ast,C1,7,48.7085,48.7085,both,0.0,True
eicu,Ast,C2,-1,54.3881,54.3881,both,0.0,True
eicu,Ast,C2,1,48.2402,48.2402,both,0.0,True
eicu,Ast,C2,2,47.6352,47.6352,both,0.0,True
eicu,Ast,C2,3,42.5512,42.5512,both,0.0,True
eicu,Ast,C2,4,40.4058,40.4058,both,0.0,True
eicu,Ast,C2,5,38.0461,38.0461,both,0.0,True
eicu,Ast,C2,6,35.7016,35.7016,both,0.0,True
eicu,Ast,C2,7,37.4421,37.4421,both,0.0,True
eicu,Ast,C3,-1,78.468,78.468,both,0.0,True
eicu,Ast,C3,1,105.204,105.204,both,0.0,True
eicu,Ast,C3,2,103.4011,103.4011,both,0.0,True
eicu,Ast,C3,3,89.6556,89.6556,both,0.0,True
eicu,Ast,C3,4,86.1036,86.1036,both,0.0,True
eicu,Ast,C3,5,81.6591,81.6591,both,0.0,True
eicu,Ast,C3,6,72.3787,72.3787,both,0.0,True
eicu,Ast,C3,7,70.7192,70.7192,both,0.0,True
eicu,BUN,C1,-1,28.7064,28.7064,both,0.0,True
eicu,BUN,C1,1,30.8359,30.8359,both,0.0,True
eicu,BUN,C1,2,31.9773,31.9773,both,0.0,True
eicu,BUN,C1,3,32.0037,32.0037,both,0.0,True
eicu,BUN,C1,4,32.2584,32.2584,both,0.0,True
eicu,BUN,C1,5,32.911,32.911,both,0.0,True
eicu,BUN,C1,6,33.2342,33.2342,both,0.0,True
eicu,BUN,C1,7,34.3711,34.3711,both,0.0,True
eicu,BUN,C2,-1,17.4206,17.4206,both,0.0,True
eicu,BUN,C2,1,16.3603,16.3603,both,0.0,True
eicu,BUN,C2,2,15.5883,15.5883,both,0.0,True
eicu,BUN,C2,3,15.2453,15.2453,both,0.0,True
eicu,BUN,C2,4,15.3161,15.3161,both,0.0,True
eicu,BUN,C2,5,15.5848,15.5848,both,0.0,True
eicu,BUN,C2,6,15.8722,15.8722,both,0.0,True
eicu,BUN,C2,7,16.0238,16.0238,both,0.0,True
eicu,BUN,C3,-1,23.8733,23.8733,both,0.0,True
eicu,BUN,C3,1,29.0643,29.0643,both,0.0,True
eicu,BUN,C3,2,35.1954,35.1954,both,0.0,True
eicu,BUN,C3,3,40.3003,40.3003,both,0.0,True
eicu,BUN,C3,4,43.5469,43.5469,both,0.0,True
eicu,BUN,C3,5,44.7955,44.7955,both,0.0,True
eicu,BUN,C3,6,48.8509,48.8509,both,0.0,True
eicu,BUN,C3,7,51.3103,51.3103,both,0.0,True
eicu,Base Excess,C1,-1,-0.8124,-0.8124,both,0.0,True
eicu,Base Excess,C1,1,-0.9173,-0.9173,both,0.0,True
eicu,Base Excess,C1,2,-0.5864,-0.5864,both,0.0,True
eicu,Base Excess,C1,3,-0.2003,-0.2003,both,0.0,True
eicu,Base Excess,C1,4,0.4672,0.4672,both,0.0,True
eicu,Base Excess,C1,5,0.7101,0.7101,both,0.0,True
